period,pnumber,nnumber
20200523372,7,1
20200523371,5,7
20200523370,2,5
20200523369,2,2
20200523368,9,2
20200523367,5,9
20200523366,8,5
20200523365,6,8
20200523364,8,6
20200523363,2,8
20200523362,0,2
20200523361,4,0
20200523360,4,4
20200523359,8,4
20200523358,3,8
20200523357,2,3
20200523356,2,2
20200523355,9,2
20200523354,7,9
20200523353,4,7
20200523352,0,4
20200523351,6,0
20200523350,9,6
20200523349,5,9
20200523348,9,5
20200523347,3,9
20200523346,3,3
20200523345,7,3
20200523344,0,7
20200523343,5,0
20200523342,1,5
20200523341,7,1
20200523340,7,7
20200523339,9,7
20200523338,3,9
20200523337,5,3
20200523336,4,5
20200523335,1,4
20200523334,7,1
20200523333,2,7
20200523332,2,2
20200523331,2,2
20200523330,1,2
20200523329,4,1
20200523328,2,4
20200523327,1,2
20200523326,6,1
20200523325,9,6
20200523324,1,9
20200523323,1,1
20200523322,3,1
20200523321,1,3
20200523320,8,1
20200523319,9,8
20200523318,3,9
20200523317,4,3
20200523316,1,4
20200523315,5,1
20200523314,0,5
20200523313,8,0
20200523312,2,8
20200523311,6,2
20200523310,2,6
20200523309,4,2
20200523308,8,4
20200523307,5,8
20200523306,6,5
20200523305,5,6
20200523304,8,5
20200523303,5,8
20200523302,3,5
20200523301,1,3
20200523300,2,1
20200523299,0,2
20200523298,6,0
20200523297,2,6
20200523296,5,2
20200523295,8,5
20200523294,3,8
20200523293,5,3
20200523292,3,5
20200523291,5,3
20200523290,1,5
20200523289,9,1
20200523288,4,9
20200523287,3,4
20200523286,1,3
20200523285,2,1
20200523284,9,2
20200523283,6,9
20200523282,4,6
20200523281,3,4
20200523280,2,3
20200523279,1,2
20200523278,0,1
20200523277,1,0
20200523276,8,1
20200523275,5,8
20200523274,6,5
20200523273,0,6
20200523272,6,0
20200523271,1,6
20200523270,6,1
20200523269,5,6
20200523268,5,5
20200523267,6,5
20200523266,6,6
20200523265,8,6
20200523264,2,8
20200523263,3,2
20200523262,3,3
20200523261,9,3
20200523260,6,9
20200523259,0,6
20200523258,9,0
20200523257,3,9
20200523256,0,3
20200523255,7,0
20200523254,2,7
20200523253,8,2
20200523252,1,8
20200523251,4,1
20200523250,1,4
20200523249,9,1
20200523248,8,9
20200523247,6,8
20200523246,5,6
20200523245,2,5
20200523244,7,2
20200523243,8,7
20200523242,5,8
20200523241,4,5
20200523240,9,4
20200523239,1,9
20200523238,5,1
20200523237,6,5
20200523236,4,6
20200523235,5,4
20200523234,3,5
20200523233,5,3
20200523232,4,5
20200523231,9,4
20200523230,6,9
20200523229,2,6
20200523228,0,2
20200523227,7,0
20200523226,5,7
20200523225,7,5
20200523224,5,7
20200523223,2,5
20200523222,4,2
20200523221,6,4
20200523220,6,6
20200523219,8,6
20200523218,3,8
20200523217,3,3
20200523216,8,3
20200523215,9,8
20200523214,0,9
20200523213,1,0
20200523212,0,1
20200523211,2,0
20200523210,8,2
20200523209,2,8
20200523208,3,2
20200523207,6,3
20200523206,8,6
20200523205,8,8
20200523204,4,8
20200523203,7,4
20200523202,2,7
20200523201,0,2
20200523200,6,0
20200523199,6,6
20200523198,7,6
20200523197,3,7
20200523196,8,3
20200523195,0,8
20200523194,6,0
20200523193,8,6
20200523192,4,8
20200523191,7,4
20200523190,1,7
20200523189,1,1
20200523188,0,1
20200523187,7,0
20200523186,8,7
20200523185,1,8
20200523184,4,1
20200523183,9,4
20200523182,2,9
20200523181,9,2
20200523180,3,9
20200523179,2,3
20200523178,2,2
20200523177,6,2
20200523176,4,6
20200523175,7,4
20200523174,6,7
20200523173,7,6
20200523172,3,7
20200523171,9,3
20200523170,5,9
20200523169,4,5
20200523168,8,4
20200523167,3,8
20200523166,7,3
20200523165,7,7
20200523164,0,7
20200523163,0,0
20200523162,8,0
20200523161,9,8
20200523160,6,9
20200523159,8,6
20200523158,8,8
20200523157,2,8
20200523156,0,2
20200523155,5,0
20200523154,6,5
20200523153,3,6
20200523152,3,3
20200523151,8,3
20200523150,6,8
20200523149,3,6
20200523148,8,3
20200523147,0,8
20200523146,0,0
20200523145,8,0
20200523144,9,8
20200523143,5,9
20200523142,0,5
20200523141,4,0
20200523140,7,4
20200523139,9,7
20200523138,3,9
20200523137,7,3
20200523136,0,7
20200523135,9,0
20200523134,7,9
20200523133,3,7
20200523132,3,3
20200523131,5,3
20200523130,6,5
20200523129,7,6
20200523128,5,7
20200523127,0,5
20200523126,9,0
20200523125,4,9
20200523124,5,4
20200523123,0,5
20200523122,5,0
20200523121,8,5
20200523120,3,8
20200523119,7,3
20200523118,9,7
20200523117,6,9
20200523116,6,6
20200523115,0,6
20200523114,3,0
20200523113,3,3
20200523112,0,3
20200523111,2,0
20200523110,3,2
20200523109,3,3
20200523108,2,3
20200523107,7,2
20200523106,6,7
20200523105,7,6
20200523104,7,7
20200523103,8,7
20200523102,6,8
20200523101,9,6
20200523100,6,9
20200523099,7,6
20200523098,1,7
20200523097,1,1
20200523096,3,1
20200523095,1,3
20200523094,5,1
20200523093,2,5
20200523092,7,2
20200523091,7,7
20200523090,7,7
20200523089,9,7
20200523088,5,9
20200523087,7,5
20200523086,1,7
20200523085,2,1
20200523084,5,2
20200523083,7,5
20200523082,8,7
20200523081,5,8
20200523080,6,5
20200523079,2,6
20200523078,7,2
20200523077,2,7
20200523076,1,2
20200523075,9,1
20200523074,7,9
20200523073,7,7
20200523072,3,7
20200523071,3,3
20200523070,1,3
20200523069,2,1
20200523068,4,2
20200523067,4,4
20200523066,2,4
20200523065,6,2
20200523064,8,6
20200523063,1,8
20200523062,2,1
20200523061,3,2
20200523060,2,3
20200523059,9,2
20200523058,0,9
20200523057,7,0
20200523056,9,7
20200523055,6,9
20200523054,7,6
20200523053,3,7
20200523052,6,3
20200523051,6,6
20200523050,5,6
20200523049,8,5
20200523048,6,8
20200523047,7,6
20200523046,2,7
20200523045,3,2
20200523044,4,3
20200523043,0,4
20200523042,2,0
20200523041,9,2
20200523040,8,9
20200523039,0,8
20200523038,4,0
20200523037,3,4
20200523036,6,3
20200523035,4,6
20200523034,1,4
20200523033,7,1
20200523032,1,7
20200523031,6,1
20200523030,7,6
20200523029,9,7
20200523028,1,9
20200523027,7,1
20200523026,5,7
20200523025,7,5
20200523024,9,7
20200523023,6,9
20200523022,6,6
20200523021,6,6
20200523020,2,6
20200523019,3,2
20200523018,5,3
20200523017,2,5
20200523016,6,2
20200523015,2,6
20200523014,6,2
20200523013,3,6
20200523012,7,3
20200523011,4,7
20200523010,8,4
20200523009,1,8
20200523008,6,1
20200523007,3,6
20200523006,2,3
20200523005,9,2
20200523004,2,9
20200523003,1,2
20200523002,9,1
20200523001,7,9
20200522480,1,7
20200522479,1,1
20200522478,9,1
20200522477,1,9
20200522476,9,1
20200522475,8,9
20200522474,6,8
20200522473,6,6
20200522472,4,6
20200522471,4,4
20200522470,5,4
20200522469,3,5
20200522468,2,3
20200522467,4,2
20200522466,7,4
20200522465,9,7
20200522464,3,9
20200522463,7,3
20200522462,9,7
20200522461,8,9
20200522460,2,8
20200522459,9,2
20200522458,3,9
20200522457,0,3
20200522456,5,0
20200522455,8,5
20200522454,1,8
20200522453,1,1
20200522452,2,1
20200522451,6,2
20200522450,4,6
20200522449,2,4
20200522448,1,2
20200522447,2,1
20200522446,2,2
20200522445,2,2
20200522444,9,2
20200522443,5,9
20200522442,6,5
20200522441,0,6
20200522440,8,0
20200522439,5,8
20200522438,9,5
20200522437,9,9
20200522436,6,9
20200522435,0,6
20200522434,8,0
20200522433,8,8
20200522432,9,8
20200522431,6,9
20200522430,6,6
20200522429,1,6
20200522428,2,1
20200522427,3,2
20200522426,6,3
20200522425,4,6
20200522424,5,4
20200522423,0,5
20200522422,4,0
20200522421,0,4
20200522420,7,0
20200522419,0,7
20200522418,6,0
20200522417,0,6
20200522416,0,0
20200522415,3,0
20200522414,4,3
20200522413,2,4
20200522412,9,2
20200522411,2,9
20200522410,3,2
20200522409,4,3
20200522408,1,4
20200522407,2,1
20200522406,6,2
20200522405,4,6
20200522404,8,4
20200522403,8,8
20200522402,5,8
20200522401,7,5
20200522400,6,7
20200522399,9,6
20200522398,2,9
20200522397,9,2
20200522396,1,9
20200522395,9,1
20200522394,1,9
20200522393,7,1
20200522392,5,7
20200522391,1,5
20200522390,5,1
20200522389,7,5
20200522388,3,7
20200522387,1,3
20200522386,6,1
20200522385,1,6
20200522384,1,1
20200522383,1,1
20200522382,9,1
20200522381,4,9
20200522380,6,4
20200522379,0,6
20200522378,4,0
20200522377,0,4
20200522376,8,0
20200522375,3,8
20200522374,2,3
20200522373,2,2
20200522372,5,2
20200522371,1,5
20200522370,1,1
20200522369,6,1
20200522368,0,6
20200522367,1,0
20200522366,0,1
20200522365,2,0
20200522364,8,2
20200522363,8,8
20200522362,4,8
20200522361,9,4
20200522360,3,9
20200522359,1,3
20200522358,0,1
20200522357,6,0
20200522356,8,6
20200522355,8,8
20200522354,5,8
20200522353,6,5
20200522352,7,6
20200522351,0,7
20200522350,0,0
20200522349,5,0
20200522348,0,5
20200522347,7,0
20200522346,6,7
20200522345,2,6
20200522344,7,2
20200522343,0,7
20200522342,5,0
20200522341,8,5
20200522340,5,8
20200522339,1,5
20200522338,9,1
20200522337,8,9
20200522336,2,8
20200522335,2,2
20200522334,5,2
20200522333,3,5
20200522332,8,3
20200522331,5,8
20200522330,8,5
20200522329,1,8
20200522328,4,1
20200522327,6,4
20200522326,5,6
20200522325,3,5
20200522324,7,3
20200522323,2,7
20200522322,0,2
20200522321,7,0
20200522320,3,7
20200522319,9,3
20200522318,1,9
20200522317,5,1
20200522316,1,5
20200522315,2,1
20200522314,3,2
20200522313,6,3
20200522312,2,6
20200522311,6,2
20200522310,6,6
20200522309,6,6
20200522308,3,6
20200522307,9,3
20200522306,3,9
20200522305,1,3
20200522304,8,1
20200522303,0,8
20200522302,3,0
20200522301,2,3
20200522300,0,2
20200522299,1,0
20200522298,3,1
20200522297,4,3
20200522296,2,4
20200522295,2,2
20200522294,0,2
20200522293,5,0
20200522292,0,5
20200522291,8,0
20200522290,9,8
20200522289,5,9
20200522288,9,5
20200522287,4,9
20200522286,8,4
20200522285,5,8
20200522284,6,5
20200522283,3,6
20200522282,4,3
20200522281,9,4
20200522280,2,9
20200522279,8,2
20200522278,1,8
20200522277,7,1
20200522276,5,7
20200522275,0,5
20200522274,2,0
20200522273,4,2
20200522272,8,4
20200522271,5,8
20200522270,5,5
20200522269,7,5
20200522268,8,7
20200522267,0,8
20200522266,9,0
20200522265,9,9
20200522264,4,9
20200522263,5,4
20200522262,0,5
20200522261,8,0
20200522260,3,8
20200522259,7,3
20200522258,1,7
20200522257,4,1
20200522256,8,4
20200522255,6,8
20200522254,3,6
20200522253,1,3
20200522252,8,1
20200522251,4,8
20200522250,1,4
20200522249,1,1
20200522248,4,1
20200522247,2,4
20200522246,7,2
20200522245,8,7
20200522244,9,8
20200522243,1,9
20200522242,0,1
20200522241,9,0
20200522240,5,9
20200522239,7,5
20200522238,3,7
20200522237,7,3
20200522236,0,7
20200522235,3,0
20200522234,3,3
20200522233,5,3
20200522232,8,5
20200522231,3,8
20200522230,5,3
20200522229,8,5
20200522228,3,8
20200522227,6,3
20200522226,0,6
20200522225,0,0
20200522224,4,0
20200522223,7,4
20200522222,0,7
20200522221,4,0
20200522220,7,4
20200522219,3,7
20200522218,4,3
20200522217,0,4
20200522216,8,0
20200522215,6,8
20200522214,8,6
20200522213,3,8
20200522212,2,3
20200522211,4,2
20200522210,3,4
20200522209,7,3
20200522208,5,7
20200522207,4,5
20200522206,2,4
20200522205,6,2
20200522204,8,6
20200522203,9,8
20200522202,3,9
20200522201,5,3
20200522200,3,5
20200522199,3,3
20200522198,4,3
20200522197,7,4
20200522196,6,7
20200522195,0,6
20200522194,0,0
20200522193,1,0
20200522192,7,1
20200522191,8,7
20200522190,7,8
20200522189,9,7
20200522188,7,9
20200522187,8,7
20200522186,2,8
20200522185,0,2
20200522184,7,0
20200522183,1,7
20200522182,4,1
20200522181,2,4
20200522180,8,2
20200522179,7,8
20200522178,2,7
20200522177,8,2
20200522176,5,8
20200522175,1,5
20200522174,6,1
20200522173,1,6
20200522172,6,1
20200522171,0,6
20200522170,9,0
20200522169,8,9
20200522168,9,8
20200522167,4,9
20200522166,9,4
20200522165,7,9
20200522164,8,7
20200522163,3,8
20200522162,5,3
20200522161,9,5
20200522160,6,9
20200522159,1,6
20200522158,6,1
20200522157,6,6
20200522156,5,6
20200522155,2,5
20200522154,2,2
20200522153,4,2
20200522152,2,4
20200522151,6,2
20200522150,3,6
20200522149,5,3
20200522148,4,5
20200522147,2,4
20200522146,2,2
20200522145,6,2
20200522144,9,6
20200522143,3,9
20200522142,1,3
20200522141,2,1
20200522140,3,2
20200522139,7,3
20200522138,5,7
20200522137,4,5
20200522136,1,4
20200522135,8,1
20200522134,3,8
20200522133,3,3
20200522132,0,3
20200522131,1,0
20200522130,5,1
20200522129,9,5
20200522128,0,9
20200522127,9,0
20200522126,4,9
20200522125,5,4
20200522124,9,5
20200522123,2,9
20200522122,3,2
20200522121,7,3
20200522120,8,7
20200522119,9,8
20200522118,1,9
20200522117,4,1
20200522116,7,4
20200522115,0,7
20200522114,6,0
20200522113,2,6
20200522112,6,2
20200522111,6,6
20200522110,8,6
20200522109,2,8
20200522108,3,2
20200522107,2,3
20200522106,7,2
20200522105,6,7
20200522104,0,6
20200522103,3,0
20200522102,6,3
20200522101,3,6
20200522100,0,3
20200522099,7,0
20200522098,9,7
20200522097,9,9
20200522096,2,9
20200522095,1,2
20200522094,3,1
20200522093,8,3
20200522092,7,8
20200522091,1,7
20200522090,4,1
20200522089,5,4
20200522088,9,5
20200522087,2,9
20200522086,0,2
20200522085,3,0
20200522084,3,3
20200522083,5,3
20200522082,7,5
20200522081,2,7
20200522080,1,2
20200522079,1,1
20200522078,1,1
20200522077,3,1
20200522076,2,3
20200522075,7,2
20200522074,1,7
20200522073,5,1
20200522072,8,5
20200522071,8,8
20200522070,8,8
20200522069,3,8
20200522068,6,3
20200522067,1,6
20200522066,8,1
20200522065,1,8
20200522064,4,1
20200522063,9,4
20200522062,1,9
20200522061,3,1
20200522060,4,3
20200522059,6,4
20200522058,3,6
20200522057,7,3
20200522056,7,7
20200522055,2,7
20200522054,9,2
20200522053,2,9
20200522052,1,2
20200522051,3,1
20200522050,1,3
20200522049,3,1
20200522048,8,3
20200522047,0,8
20200522046,9,0
20200522045,3,9
20200522044,6,3
20200522043,4,6
20200522042,4,4
20200522041,8,4
20200522040,9,8
20200522039,7,9
20200522038,5,7
20200522037,0,5
20200522036,0,0
20200522035,3,0
20200522034,6,3
20200522033,1,6
20200522032,4,1
20200522031,8,4
20200522030,0,8
20200522029,7,0
20200522028,4,7
20200522027,6,4
20200522026,9,6
20200522025,4,9
20200522024,3,4
20200522023,0,3
20200522022,8,0
20200522021,1,8
20200522020,8,1
20200522019,8,8
20200522018,8,8
20200522017,8,8
20200522016,4,8
20200522015,6,4
20200522014,0,6
20200522013,6,0
20200522012,9,6
20200522011,5,9
20200522010,0,5
20200522009,1,0
20200522008,0,1
20200522007,6,0
20200522006,6,6
20200522005,8,6
20200522004,6,8
20200522003,1,6
20200522002,8,1
20200522001,7,8
20200521480,0,7
20200521479,2,0
20200521478,4,2
20200521477,1,4
20200521476,4,1
20200521475,4,4
20200521474,9,4
20200521473,2,9
20200521472,8,2
20200521471,5,8
20200521470,0,5
20200521469,4,0
20200521468,5,4
20200521467,8,5
20200521466,6,8
20200521465,4,6
20200521464,7,4
20200521463,3,7
20200521462,7,3
20200521461,6,7
20200521460,8,6
20200521459,1,8
20200521458,4,1
20200521457,2,4
20200521456,0,2
20200521455,0,0
20200521454,8,0
20200521453,3,8
20200521452,2,3
20200521451,5,2
20200521450,2,5
20200521449,6,2
20200521448,0,6
20200521447,6,0
20200521446,6,6
20200521445,6,6
20200521444,8,6
20200521443,4,8
20200521442,2,4
20200521441,1,2
20200521440,4,1
20200521439,3,4
20200521438,3,3
20200521437,3,3
20200521436,6,3
20200521435,8,6
20200521434,8,8
20200521433,1,8
20200521432,1,1
20200521431,2,1
20200521430,0,2
20200521429,5,0
20200521428,0,5
20200521427,7,0
20200521426,7,7
20200521425,0,7
20200521424,3,0
20200521423,2,3
20200521422,4,2
20200521421,6,4
20200521420,4,6
20200521419,0,4
20200521418,3,0
20200521417,2,3
20200521416,2,2
20200521415,4,2
20200521414,2,4
20200521413,8,2
20200521412,0,8
20200521411,8,0
20200521410,6,8
20200521409,8,6
20200521408,4,8
20200521407,5,4
20200521406,0,5
20200521405,4,0
20200521404,4,4
20200521403,3,4
20200521402,3,3
20200521401,6,3
20200521400,6,6
20200521399,3,6
20200521398,2,3
20200521397,4,2
20200521396,1,4
20200521395,0,1
20200521394,7,0
20200521393,2,7
20200521392,1,2
20200521391,8,1
20200521390,6,8
20200521389,5,6
20200521388,0,5
20200521387,8,0
20200521386,0,8
20200521385,0,0
20200521384,4,0
20200521383,3,4
20200521382,4,3
20200521381,2,4
20200521380,4,2
20200521379,0,4
20200521378,9,0
20200521377,8,9
20200521376,3,8
20200521375,2,3
20200521374,9,2
20200521373,4,9
20200521372,0,4
20200521371,0,0
20200521370,2,0
20200521369,8,2
20200521368,7,8
20200521367,7,7
20200521366,6,7
20200521365,2,6
20200521364,6,2
20200521363,5,6
20200521362,1,5
20200521361,0,1
20200521360,7,0
20200521359,7,7
20200521358,6,7
20200521357,7,6
20200521356,4,7
20200521355,4,4
20200521354,6,4
20200521353,5,6
20200521352,7,5
20200521351,9,7
20200521350,2,9
20200521349,7,2
20200521348,0,7
20200521347,8,0
20200521346,7,8
20200521345,4,7
20200521344,0,4
20200521343,2,0
20200521342,7,2
20200521341,0,7
20200521340,3,0
20200521339,5,3
20200521338,1,5
20200521337,2,1
20200521336,0,2
20200521335,1,0
20200521334,1,1
20200521333,0,1
20200521332,4,0
20200521331,2,4
20200521330,1,2
20200521329,9,1
20200521328,2,9
20200521327,9,2
20200521326,3,9
20200521325,7,3
20200521324,1,7
20200521323,9,1
20200521322,5,9
20200521321,7,5
20200521320,1,7
20200521319,8,1
20200521318,8,8
20200521317,9,8
20200521316,1,9
20200521315,0,1
20200521314,0,0
20200521313,0,0
20200521312,6,0
20200521311,9,6
20200521310,0,9
20200521309,8,0
20200521308,1,8
20200521307,3,1
20200521306,0,3
20200521305,9,0
20200521304,4,9
20200521303,5,4
20200521302,2,5
20200521301,9,2
20200521300,7,9
20200521299,6,7
20200521298,6,6
20200521297,0,6
20200521296,7,0
20200521295,2,7
20200521294,0,2
20200521293,3,0
20200521292,6,3
20200521291,8,6
20200521290,8,8
20200521289,1,8
20200521288,8,1
20200521287,2,8
20200521286,9,2
20200521285,6,9
20200521284,7,6
20200521283,0,7
20200521282,6,0
20200521281,9,6
20200521280,7,9
20200521279,6,7
20200521278,4,6
20200521277,1,4
20200521276,4,1
20200521275,5,4
20200521274,0,5
20200521273,1,0
20200521272,5,1
20200521271,4,5
20200521270,8,4
20200521269,4,8
20200521268,3,4
20200521267,5,3
20200521266,1,5
20200521265,1,1
20200521264,3,1
20200521263,1,3
20200521262,4,1
20200521261,3,4
20200521260,0,3
20200521259,0,0
20200521258,2,0
20200521257,2,2
20200521256,7,2
20200521255,0,7
20200521254,0,0
20200521253,9,0
20200521252,7,9
20200521251,3,7
20200521250,3,3
20200521249,2,3
20200521248,1,2
20200521247,6,1
20200521246,7,6
20200521245,2,7
20200521244,1,2
20200521243,3,1
20200521242,8,3
20200521241,1,8
20200521240,2,1
20200521239,2,2
20200521238,4,2
20200521237,7,4
20200521236,2,7
20200521235,9,2
20200521234,0,9
20200521233,4,0
20200521232,8,4
20200521231,5,8
20200521230,4,5
20200521229,8,4
20200521228,7,8
20200521227,3,7
20200521226,5,3
20200521225,0,5
20200521224,1,0
20200521223,3,1
20200521222,4,3
20200521221,1,4
20200521220,0,1
20200521219,4,0
20200521218,8,4
20200521217,8,8
20200521216,0,8
20200521215,8,0
20200521214,9,8
20200521213,3,9
20200521212,7,3
20200521211,5,7
20200521210,3,5
20200521209,4,3
20200521208,9,4
20200521207,5,9
20200521206,1,5
20200521205,1,1
20200521204,1,1
20200521203,0,1
20200521202,0,0
20200521201,1,0
20200521200,4,1
20200521199,3,4
20200521198,2,3
20200521197,2,2
20200521196,2,2
20200521195,9,2
20200521194,4,9
20200521193,1,4
20200521192,9,1
20200521191,5,9
20200521190,9,5
20200521189,4,9
20200521188,1,4
20200521187,0,1
20200521186,0,0
20200521185,3,0
20200521184,5,3
20200521183,9,5
20200521182,8,9
20200521181,4,8
20200521180,6,4
20200521179,0,6
20200521178,0,0
20200521177,6,0
20200521176,1,6
20200521175,1,1
20200521174,8,1
20200521173,2,8
20200521172,8,2
20200521171,1,8
20200521170,7,1
20200521169,8,7
20200521168,5,8
20200521167,2,5
20200521166,8,2
20200521165,1,8
20200521164,7,1
20200521163,1,7
20200521162,6,1
20200521161,5,6
20200521160,9,5
20200521159,2,9
20200521158,5,2
20200521157,9,5
20200521156,2,9
20200521155,4,2
20200521154,2,4
20200521153,5,2
20200521152,3,5
20200521151,0,3
20200521150,7,0
20200521149,6,7
20200521148,7,6
20200521147,2,7
20200521146,1,2
20200521145,7,1
20200521144,6,7
20200521143,0,6
20200521142,9,0
20200521141,1,9
20200521140,6,1
20200521139,0,6
20200521138,9,0
20200521137,7,9
20200521136,8,7
20200521135,0,8
20200521134,8,0
20200521133,6,8
20200521132,1,6
20200521131,4,1
20200521130,0,4
20200521129,4,0
20200521128,2,4
20200521127,0,2
20200521126,3,0
20200521125,3,3
20200521124,9,3
20200521123,3,9
20200521122,9,3
20200521121,3,9
20200521120,9,3
20200521119,9,9
20200521118,7,9
20200521117,9,7
20200521116,1,9
20200521115,0,1
20200521114,2,0
20200521113,4,2
20200521112,9,4
20200521111,0,9
20200521110,6,0
20200521109,6,6
20200521108,1,6
20200521107,2,1
20200521106,2,2
20200521105,8,2
20200521104,3,8
20200521103,2,3
20200521102,2,2
20200521101,8,2
20200521100,4,8
20200521099,8,4
20200521098,7,8
20200521097,9,7
20200521096,1,9
20200521095,5,1
20200521094,1,5
20200521093,7,1
20200521092,5,7
20200521091,8,5
20200521090,7,8
20200521089,2,7
20200521088,2,2
20200521087,1,2
20200521086,0,1
20200521085,9,0
20200521084,7,9
20200521083,8,7
20200521082,2,8
20200521081,3,2
20200521080,0,3
20200521079,8,0
20200521078,0,8
20200521077,7,0
20200521076,6,7
20200521075,6,6
20200521074,1,6
